TrainNumber,RailwayOperator,OriginStation,DestinationStation,DepartureTime,ArrivalTime,Duration,Status,TicketPrice,TrainType,PlatformNumber,Terminal,SeatCapacity,PassengerCount,WeatherCondition,CrewCount
TR3947,Deutsche Bahn,,Cologne Hbf,2023-02-06 11:40:00,2023-02-06 20:40:00,9:00:00,Delayed,155.87,Intercity,P15,C,116,450,Snow,2
TR3948,Via Rail,Calgary Station,Vancouver Pacific,2023-01-20 12:03:00,2023-01-20 17:03:00,5:00:00,Delayed,18.67,High-Speed,P9,D,181,29,Rain,5
TR3949,Amtrak,Boston South,San Francisco 4th,2023-10-17 06:50:00,2023-10-17 15:50:00,9:00:00,Cancelled,491.7,Passenger,P1,B,362,124,Clear,9
TR3950,Via Rail,,Vancouver Pacific,2023-07-13 02:22:00,2023-07-13 11:22:00,9:00:00,Delayed,322.19,Freight,P10,C,148,14,Clear,11
TR3951,Amtrak,New York Penn,Chicago Union,2023-01-10 04:29:00,2023-01-10 15:29:00,11:00:00,Cancelled,111.93,Intercity,P14,A,368,328,Storm,6
TR3952,Indian Railways,Delhi Junction,Bangalore City,2023-09-14 14:53:00,2023-09-14 19:53:00,5:00:00,Delayed,477.25,Metro,P1,C,263,415,Snow,10
TR3953,Via Rail,Toronto Union,Vancouver Pacific,2023-08-03 09:09:00,2023-08-03 14:09:00,5:00:00,Cancelled,91.29,Metro,P12,C,132,324,Rain,4
TR3954,Indian Railways,Bangalore City,Delhi Junction,2023-03-23 14:13:00,2023-03-23 20:13:00,6:00:00,On Time,472.88,Freight,P16,A,355,101,Rain,2
TR3955,Deutsche Bahn,Frankfurt Hbf,Cologne Hbf,2023-10-28 20:17:00,2023-10-28 22:17:00,2:00:00,On Time,302.91,Metro,P13,A,348,266,Snow,8
TR3956,JR East,Hiroshima Station,Tokyo Station,2023-11-15 13:58:00,2023-11-15 21:58:00,8:00:00,Cancelled,86.92,Intercity,P16,C,338,125,Snow,13
TR3957,Deutsche Bahn,Munich Hbf,Frankfurt Hbf,2023-12-11 02:26:00,2023-12-11 14:26:00,12:00:00,On Time,410.99,Metro,P13,D,253,394,Fog,14
TR3958,Amtrak,San Francisco 4th,Chicago Union,2023-01-09 01:20:00,2023-01-09 06:20:00,5:00:00,Delayed,82.72,Metro,P20,D,203,370,Snow,16
TR3959,Deutsche Bahn,Hamburg Hbf,Munich Hbf,2023-12-26 12:37:00,2023-12-26 16:37:00,4:00:00,On Time,168.86,Passenger,P13,B,473,509,Clear,20
TR3960,Indian Railways,Mumbai CST,Howrah,2023-03-22 14:36:00,2023-03-23 02:36:00,12:00:00,On Time,397.88,Passenger,P17,A,145,280,Storm,5
TR3961,Deutsche Bahn,Hamburg Hbf,Cologne Hbf,2023-07-30 15:07:00,2023-07-31 03:07:00,12:00:00,On Time,482.31,Intercity,P15,C,55,494,Rain,14
TR3962,Via Rail,Montreal Central,Ottawa Station,2023-08-30 03:17:00,2023-08-30 12:17:00,9:00:00,Delayed,177.11,High-Speed,P12,D,499,410,Storm,20
TR3963,Amtrak,New York Penn,Los Angeles Union,2023-04-28 02:01:00,2023-04-28 14:01:00,12:00:00,Cancelled,219.29,Intercity,P14,D,358,401,Fog,15
TR3964,Indian Railways,Bangalore City,Delhi Junction,2023-06-16 07:33:00,2023-06-16 14:33:00,7:00:00,Delayed,45.89,Metro,P12,B,492,10,Snow,13
TR3965,Deutsche Bahn,Munich Hbf,Cologne Hbf,2023-03-10 20:15:00,2023-03-11 08:15:00,12:00:00,Delayed,477.41,Passenger,P7,E,435,137,Fog,13
TR3966,JR East,Nagoya Station,Tokyo Station,2023-06-28 08:58:00,2023-06-28 12:58:00,4:00:00,Cancelled,20.04,Intercity,P19,B,78,360,Storm,12
TR3967,Indian Railways,Bangalore City,Delhi Junction,2023-01-12 19:00:00,2023-01-12 23:00:00,4:00:00,Cancelled,224.12,Freight,P17,C,342,47,Fog,14
TR3968,JR East,Osaka Station,Nagoya Station,2023-11-07 16:32:00,2023-11-07 22:32:00,6:00:00,On Time,334.63,Passenger,P10,D,299,352,Rain,6
TR3969,Amtrak,Los Angeles Union,Chicago Union,2023-08-31 20:12:00,2023-09-01 03:12:00,7:00:00,Delayed,291.66,Metro,P5,C,124,295,Snow,9
TR3970,Indian Railways,Bangalore City,Howrah,2023-11-07 18:51:00,2023-11-08 03:51:00,9:00:00,Cancelled,279.04,High-Speed,P14,A,319,164,Storm,10
TR3971,Amtrak,Boston South,San Francisco 4th,2023-10-12 21:18:00,2023-10-12 22:18:00,1:00:00,Cancelled,153.7,Intercity,P2,A,445,539,Clear,7
TR3972,Indian Railways,Bangalore City,Delhi Junction,2023-10-22 09:12:00,2023-10-22 21:12:00,12:00:00,Cancelled,258.57,Freight,P17,A,266,295,Rain,7
TR3973,JR East,Nagoya Station,Hiroshima Station,2023-12-09 05:37:00,2023-12-09 14:37:00,9:00:00,On Time,208.39,Metro,P13,E,301,466,Clear,20
TR3974,Indian Railways,Bangalore City,Delhi Junction,2023-04-19 01:43:00,2023-04-19 04:43:00,3:00:00,Delayed,341.82,High-Speed,P1,D,439,169,Rain,18
TR3975,JR Central,Kyoto Station,Hiroshima Station,2023-05-31 16:04:00,2023-06-01 00:04:00,8:00:00,Cancelled,393.74,Freight,P13,A,167,279,Clear,8
TR3976,JR East,,Hiroshima Station,2023-10-17 23:06:00,2023-10-18 05:06:00,6:00:00,On Time,153.27,High-Speed,P17,E,59,126,Fog,11
TR3977,Via Rail,Vancouver Pacific,Montreal Central,2023-09-03 11:09:00,2023-09-03 12:09:00,1:00:00,On Time,273.4,Freight,P6,B,253,388,Snow,5
TR3978,Amtrak,Los Angeles Union,New York Penn,2023-04-10 06:10:00,2023-04-10 09:10:00,3:00:00,Cancelled,86.86,High-Speed,P3,B,322,358,Fog,18
TR3979,Amtrak,Chicago Union,San Francisco 4th,2023-07-10 13:29:00,2023-07-10 20:29:00,7:00:00,Cancelled,287.19,Intercity,P13,B,97,453,Snow,15
TR3980,Deutsche Bahn,Cologne Hbf,Munich Hbf,2023-05-18 12:35:00,2023-05-18 22:35:00,10:00:00,On Time,305.66,Passenger,P6,D,479,539,Snow,15
TR3981,JR Central,Nagoya Station,Hiroshima Station,2023-05-01 07:29:00,2023-05-01 09:29:00,2:00:00,Delayed,346.39,Intercity,P13,D,269,154,Fog,19
TR3982,JR East,Osaka Station,Tokyo Station,2023-03-22 18:46:00,2023-03-22 22:46:00,4:00:00,Delayed,375.07,Passenger,P5,A,291,230,Clear,17
TR3983,Deutsche Bahn,Hamburg Hbf,Frankfurt Hbf,2023-06-09 09:37:00,2023-06-09 18:37:00,9:00:00,Cancelled,94.91,Freight,P5,C,107,419,Rain,11
TR3984,Deutsche Bahn,Munich Hbf,Berlin Hbf,2023-05-07 03:15:00,2023-05-07 14:15:00,11:00:00,Delayed,80.93,Passenger,P3,E,205,418,Clear,12
TR3985,Via Rail,Toronto Union,Vancouver Pacific,2023-11-15 16:22:00,2023-11-15 23:22:00,7:00:00,Delayed,435.0,Passenger,P19,C,69,193,Fog,14
TR3986,Deutsche Bahn,Hamburg Hbf,Cologne Hbf,2023-06-19 16:43:00,2023-06-19 22:43:00,6:00:00,On Time,60.21,Freight,P20,E,359,320,Storm,9
TR3987,JR Central,Osaka Station,Hiroshima Station,2023-04-19 23:40:00,2023-04-20 05:40:00,6:00:00,Cancelled,430.91,Metro,P20,C,74,467,Snow,12
TR3988,Deutsche Bahn,Cologne Hbf,Hamburg Hbf,2023-03-05 18:40:00,2023-03-06 01:40:00,7:00:00,Delayed,61.29,Intercity,P19,E,184,202,Fog,5
TR3989,Amtrak,Chicago Union,Los Angeles Union,2023-08-08 08:40:00,2023-08-08 09:40:00,1:00:00,Delayed,138.17,High-Speed,P11,D,67,72,Rain,3
TR3990,Deutsche Bahn,Berlin Hbf,Munich Hbf,2023-10-06 04:29:00,2023-10-06 12:29:00,8:00:00,On Time,147.34,Freight,P20,E,450,319,Rain,19
TR3991,Via Rail,Montreal Central,Calgary Station,2023-07-03 21:00:00,2023-07-03 22:00:00,1:00:00,Cancelled,244.47,Metro,P1,A,295,517,Snow,7
TR3992,Amtrak,Chicago Union,New York Penn,2023-07-25 17:34:00,2023-07-26 05:34:00,12:00:00,Delayed,19.97,Freight,P20,D,342,280,Storm,15
TR3993,Amtrak,Chicago Union,Boston South,2023-09-17 02:35:00,2023-09-17 11:35:00,9:00:00,Cancelled,130.85,Passenger,P10,B,164,6,Snow,13
TR3994,JR East,Kyoto Station,Nagoya Station,2023-03-20 03:06:00,2023-03-20 05:06:00,2:00:00,Delayed,183.74,Metro,P10,B,129,528,Rain,4
TR3995,Deutsche Bahn,Berlin Hbf,Cologne Hbf,2023-06-07 09:58:00,2023-06-07 19:58:00,10:00:00,On Time,426.29,Intercity,P12,A,156,63,Rain,4
TR3996,Via Rail,Montreal Central,Ottawa Station,2023-12-02 10:45:00,2023-12-02 15:45:00,5:00:00,Cancelled,127.27,Intercity,P2,A,196,149,Storm,17
TR3997,JR Central,Hiroshima Station,Osaka Station,2023-08-23 16:11:00,2023-08-23 23:11:00,7:00:00,Delayed,14.03,Passenger,P4,D,434,160,Clear,15
TR3998,Deutsche Bahn,Hamburg Hbf,Munich Hbf,2023-10-22 16:51:00,2023-10-22 22:51:00,6:00:00,Cancelled,19.8,Metro,P18,C,205,5,Rain,17
TR3999,Amtrak,Boston South,Los Angeles Union,2023-11-01 15:58:00,2023-11-02 02:58:00,11:00:00,On Time,434.42,Intercity,P15,B,220,402,Snow,4
TR4000,JR Central,Osaka Station,Nagoya Station,2023-11-30 02:58:00,2023-11-30 06:58:00,4:00:00,On Time,85.67,Freight,P5,E,120,269,Snow,16
TR4001,Indian Railways,Bangalore City,Delhi Junction,2023-07-09 15:19:00,2023-07-09 16:19:00,1:00:00,Delayed,328.52,Intercity,P1,B,115,490,Clear,6
TR4002,Indian Railways,Howrah,Chennai Central,2023-07-24 17:00:00,2023-07-24 23:00:00,6:00:00,Cancelled,190.17,Freight,P16,E,309,512,Snow,17
TR4003,Amtrak,Los Angeles Union,New York Penn,2023-11-02 17:32:00,2023-11-03 03:32:00,10:00:00,Delayed,243.37,High-Speed,P12,B,98,342,Clear,6
TR4004,JR Central,Kyoto Station,Nagoya Station,2023-09-27 01:40:00,2023-09-27 04:40:00,3:00:00,Delayed,307.98,Passenger,P18,C,70,166,Storm,3
TR4005,Via Rail,Toronto Union,Ottawa Station,2023-03-10 09:16:00,2023-03-10 18:16:00,9:00:00,Delayed,152.58,Passenger,P14,D,136,168,Storm,19
TR4006,Via Rail,Vancouver Pacific,Calgary Station,2023-09-17 01:12:00,2023-09-17 06:12:00,5:00:00,On Time,125.49,Freight,P18,B,120,251,Storm,9
TR4007,Deutsche Bahn,Munich Hbf,Hamburg Hbf,2023-03-13 12:44:00,2023-03-13 22:44:00,10:00:00,On Time,178.26,Passenger,P20,A,453,422,Fog,13
TR4008,Amtrak,Boston South,New York Penn,2023-10-26 09:11:00,2023-10-26 20:11:00,11:00:00,Delayed,245.88,High-Speed,P7,A,425,382,Storm,16
TR4009,JR East,Kyoto Station,Osaka Station,2023-08-12 11:42:00,2023-08-12 18:42:00,7:00:00,Cancelled,240.04,Freight,P9,E,119,437,Clear,11
TR4010,Deutsche Bahn,Cologne Hbf,Munich Hbf,invalid_date,2023-05-21 03:00:00,6:00:00,Cancelled,224.07,High-Speed,P4,B,359,220,Fog,7
TR4011,Indian Railways,Delhi Junction,Mumbai CST,2023-08-04 20:25:00,2023-08-04 21:25:00,1:00:00,Delayed,158.91,Freight,P12,E,322,217,Snow,9
TR4012,JR Central,Kyoto Station,Tokyo Station,2023-10-28 20:27:00,2023-10-28 23:27:00,3:00:00,Cancelled,125.95,Intercity,P7,B,457,44,Storm,16
TR4013,Deutsche Bahn,Berlin Hbf,Munich Hbf,2023-07-16 10:51:00,2023-07-16 12:51:00,2:00:00,Cancelled,357.24,Freight,P18,C,325,17,Rain,17
TR4014,Via Rail,Ottawa Station,Montreal Central,2023-11-04 16:28:00,2023-11-04 18:28:00,2:00:00,Delayed,423.38,Passenger,P4,C,472,192,Rain,8
TR4015,Deutsche Bahn,Berlin Hbf,Cologne Hbf,2023-12-20 19:12:00,2023-12-21 02:12:00,7:00:00,Cancelled,310.86,Passenger,P14,D,150,403,Rain,3
TR4016,Amtrak,Chicago Union,New York Penn,2023-08-03 23:28:00,2023-08-04 01:28:00,2:00:00,On Time,133.55,Passenger,P18,A,240,348,Clear,12
TR4017,JR East,Kyoto Station,Hiroshima Station,2023-01-23 03:27:00,2023-01-23 12:27:00,9:00:00,On Time,224.41,Freight,P17,D,86,179,Storm,16
TR4018,JR East,Nagoya Station,Tokyo Station,2023-01-22 00:30:00,2023-01-22 04:30:00,4:00:00,Delayed,122.01,Freight,P13,A,263,160,Storm,6
TR4019,JR East,Nagoya Station,Tokyo Station,2023-02-22 09:20:00,2023-02-22 13:20:00,4:00:00,Cancelled,293.65,High-Speed,P1,A,454,439,Snow,6
TR4020,Indian Railways,Bangalore City,Howrah,2023-05-07 02:55:00,2023-05-07 07:55:00,5:00:00,Delayed,229.73,Passenger,P8,D,202,230,Rain,10
TR4021,Deutsche Bahn,Munich Hbf,Berlin Hbf,2023-08-20 04:20:00,2023-08-20 16:20:00,12:00:00,Delayed,58.0,Freight,P6,B,106,214,Storm,16
TR4022,JR Central,Kyoto Station,Tokyo Station,2023-05-24 15:42:00,2023-05-24 16:42:00,1:00:00,Cancelled,355.47,Intercity,P12,A,203,139,Clear,16
TR4023,JR Central,Hiroshima Station,Tokyo Station,2023-12-29 12:20:00,2023-12-29 16:20:00,4:00:00,Delayed,471.93,Freight,P5,D,142,309,Fog,8
TR4024,Deutsche Bahn,Frankfurt Hbf,Munich Hbf,2023-09-14 15:30:00,2023-09-14 16:30:00,1:00:00,Delayed,483.81,High-Speed,P13,C,270,359,Snow,10
TR4025,Amtrak,New York Penn,San Francisco 4th,2023-06-04 06:38:00,2023-06-04 11:38:00,5:00:00,On Time,131.27,High-Speed,P1,D,66,66,Fog,3
TR4026,JR East,Kyoto Station,Osaka Station,invalid_date,2023-12-15 03:47:00,6:00:00,Delayed,422.19,High-Speed,P2,B,112,191,Fog,12
TR4027,JR East,Kyoto Station,Osaka Station,2023-08-29 11:51:00,2023-08-29 19:51:00,8:00:00,On Time,187.37,Passenger,P6,A,468,38,Fog,19
TR4028,Via Rail,Vancouver Pacific,Ottawa Station,2023-03-23 02:18:00,2023-03-23 07:18:00,5:00:00,Cancelled,408.0,Freight,P2,D,352,242,Rain,4
TR4029,Amtrak,Boston South,Los Angeles Union,2023-03-26 17:36:00,,3:00:00,Delayed,156.39,High-Speed,P17,D,422,305,Clear,12
TR4030,Amtrak,Boston South,Chicago Union,2023-07-03 19:36:00,2023-07-03 21:36:00,2:00:00,Cancelled,350.43,Intercity,P7,A,495,118,Snow,15
TR4031,Amtrak,,New York Penn,2023-10-02 15:41:00,2023-10-02 18:41:00,3:00:00,Cancelled,346.09,Intercity,P20,C,74,40,Fog,19
TR4032,Via Rail,Calgary Station,,2023-09-27 05:09:00,2023-09-27 07:09:00,2:00:00,Cancelled,295.47,Freight,P8,C,169,541,Fog,6
TR4033,Deutsche Bahn,Hamburg Hbf,Munich Hbf,2023-01-25 16:04:00,2023-01-25 22:04:00,6:00:00,Cancelled,427.56,Metro,P16,B,325,545,Snow,10
TR4034,JR East,Osaka Station,Nagoya Station,2023-06-22 00:40:00,2023-06-22 03:40:00,3:00:00,Delayed,21.72,Metro,P20,B,276,23,Clear,14
TR4035,Deutsche Bahn,Cologne Hbf,Munich Hbf,2023-05-14 21:52:00,2023-05-15 07:52:00,10:00:00,On Time,101.53,High-Speed,P20,E,84,181,Snow,18
TR4036,Indian Railways,Bangalore City,Mumbai CST,2023-02-20 04:33:00,2023-02-20 12:33:00,8:00:00,Delayed,33.39,Freight,P10,E,339,286,Clear,12
TR4037,Via Rail,Calgary Station,Montreal Central,2023-02-08 07:58:00,2023-02-08 10:58:00,3:00:00,On Time,53.02,High-Speed,P8,D,116,293,Clear,19
TR4038,Amtrak,Boston South,New York Penn,2023-10-03 01:49:00,2023-10-03 12:49:00,11:00:00,Delayed,134.75,Freight,P8,E,105,459,Snow,18
TR4039,JR East,Hiroshima Station,Kyoto Station,2023-03-10 15:08:00,2023-03-11 00:08:00,9:00:00,Delayed,159.28,Freight,P16,C,456,261,Storm,8
TR4040,Via Rail,Calgary Station,Ottawa Station,2023-05-24 00:20:00,2023-05-24 07:20:00,7:00:00,Delayed,456.45,Freight,P14,C,313,529,Storm,15
TR4041,Indian Railways,Delhi Junction,Mumbai CST,2023-08-11 15:21:00,2023-08-11 21:21:00,6:00:00,On Time,259.29,Passenger,P8,D,272,515,Fog,6
TR4042,Amtrak,Boston South,San Francisco 4th,2023-04-09 02:23:00,2023-04-09 14:23:00,12:00:00,Cancelled,141.04,Intercity,P8,C,485,520,Fog,18
TR4043,JR Central,Nagoya Station,Kyoto Station,2023-05-03 16:10:00,2023-05-03 18:10:00,2:00:00,Delayed,353.93,Passenger,P19,E,191,313,Fog,5
TR4044,Amtrak,Los Angeles Union,New York Penn,2023-10-06 10:06:00,2023-10-06 20:06:00,10:00:00,Cancelled,292.43,Passenger,P16,D,364,202,Snow,15
TR4045,Indian Railways,Chennai Central,Bangalore City,2023-08-19 07:51:00,2023-08-19 14:51:00,7:00:00,Delayed,393.34,Intercity,P20,D,392,289,Rain,5
TR4046,Amtrak,San Francisco 4th,New York Penn,2023-12-04 15:46:00,2023-12-04 21:46:00,6:00:00,Cancelled,305.71,High-Speed,P9,C,462,314,Fog,17
TR4047,Via Rail,Calgary Station,Montreal Central,2023-09-01 01:23:00,2023-09-01 13:23:00,12:00:00,Delayed,299.63,Passenger,P8,C,425,366,Clear,8
TR4048,JR East,Osaka Station,Hiroshima Station,2023-02-15 21:43:00,2023-02-16 09:43:00,12:00:00,Delayed,466.7,Intercity,P17,D,51,399,Storm,18
TR4049,Deutsche Bahn,Cologne Hbf,Frankfurt Hbf,2023-05-30 20:28:00,2023-05-31 05:28:00,9:00:00,Cancelled,230.21,Intercity,P16,E,321,399,Storm,8
TR4050,Via Rail,Ottawa Station,Vancouver Pacific,2023-12-16 19:39:00,2023-12-17 06:39:00,11:00:00,Delayed,176.24,Passenger,P1,E,131,514,Clear,5
TR4051,Amtrak,Chicago Union,Los Angeles Union,2023-09-28 14:35:00,2023-09-28 17:35:00,3:00:00,Delayed,452.84,Passenger,P7,A,452,369,Rain,18
TR4052,Indian Railways,Delhi Junction,Chennai Central,2023-12-26 03:42:00,2023-12-26 08:42:00,5:00:00,Cancelled,316.19,Intercity,P2,D,195,134,Clear,10
TR4053,Via Rail,Calgary Station,Vancouver Pacific,2023-10-23 23:31:00,2023-10-24 02:31:00,3:00:00,Delayed,406.9,Metro,P14,E,97,422,Snow,4
TR4054,JR East,Hiroshima Station,Osaka Station,2023-02-13 14:52:00,2023-02-13 18:52:00,4:00:00,Delayed,434.21,Metro,P9,B,470,402,Rain,9
TR4055,Indian Railways,Bangalore City,Delhi Junction,2023-09-03 04:00:00,2023-09-03 05:00:00,1:00:00,Delayed,285.27,Freight,P20,A,451,235,Snow,10
TR4056,JR East,Kyoto Station,Nagoya Station,2023-11-26 00:33:00,2023-11-26 04:33:00,4:00:00,On Time,39.59,Intercity,P12,B,90,317,Fog,3
TR4057,Indian Railways,Chennai Central,Mumbai CST,invalid_date,2023-09-06 20:16:00,11:00:00,On Time,318.08,Passenger,P7,A,99,445,Snow,3
TR4058,Indian Railways,Bangalore City,Mumbai CST,2023-01-17 16:24:00,2023-01-17 23:24:00,7:00:00,Cancelled,221.86,Metro,P1,D,153,247,Fog,4
TR4059,Amtrak,,San Francisco 4th,2023-04-19 22:15:00,2023-04-20 05:15:00,7:00:00,On Time,389.58,Passenger,P11,B,94,176,Clear,4
TR4060,Amtrak,San Francisco 4th,Los Angeles Union,2023-09-22 11:40:00,2023-09-22 16:40:00,5:00:00,Delayed,405.83,Freight,P9,C,472,48,Fog,20
TR4061,Amtrak,Boston South,Los Angeles Union,2023-12-19 08:20:00,2023-12-19 17:20:00,9:00:00,On Time,129.49,Passenger,P6,D,264,319,Snow,13
TR4062,Deutsche Bahn,Hamburg Hbf,Cologne Hbf,2023-08-14 07:36:00,2023-08-14 11:36:00,4:00:00,Cancelled,73.11,Intercity,P17,C,420,203,Clear,7
TR4063,Indian Railways,Mumbai CST,Bangalore City,2023-03-29 22:38:00,2023-03-30 04:38:00,6:00:00,On Time,271.36,Freight,P17,C,107,417,Clear,3
TR4064,JR Central,Kyoto Station,Osaka Station,2023-09-02 05:11:00,2023-09-02 14:11:00,9:00:00,Cancelled,96.71,Intercity,P15,B,118,116,Snow,6
TR4065,Indian Railways,Delhi Junction,Mumbai CST,2023-03-30 20:54:00,2023-03-30 21:54:00,1:00:00,Delayed,14.02,High-Speed,P2,B,210,386,Snow,16
TR4066,Deutsche Bahn,Frankfurt Hbf,Hamburg Hbf,2023-03-25 14:50:00,2023-03-25 15:50:00,1:00:00,On Time,48.9,Passenger,P17,C,204,71,Snow,19
TR4067,Deutsche Bahn,Frankfurt Hbf,Hamburg Hbf,2023-12-15 17:28:00,2023-12-15 20:28:00,3:00:00,On Time,179.28,Intercity,P20,A,438,95,Rain,12
TR4068,Via Rail,Montreal Central,Ottawa Station,2023-07-18 03:16:00,2023-07-18 09:16:00,6:00:00,Cancelled,75.39,Passenger,P17,A,72,313,Snow,14
TR4069,Via Rail,Vancouver Pacific,Ottawa Station,2023-04-28 16:09:00,2023-04-28 20:09:00,4:00:00,Delayed,282.46,Freight,P10,E,296,205,Rain,15
TR4070,Amtrak,Boston South,Los Angeles Union,2023-01-07 16:59:00,2023-01-07 21:59:00,5:00:00,Delayed,190.25,Freight,P7,B,392,202,Snow,17
TR4071,Amtrak,Los Angeles Union,Chicago Union,2023-10-04 17:16:00,2023-10-05 00:16:00,7:00:00,Cancelled,428.71,Intercity,P18,A,289,437,Storm,11
TR4072,Amtrak,New York Penn,Chicago Union,,2023-09-07 09:32:00,10:00:00,Delayed,328.8,Metro,P17,A,99,477,Rain,13
TR4073,Deutsche Bahn,Cologne Hbf,Hamburg Hbf,2023-07-24 06:54:00,2023-07-24 13:54:00,7:00:00,Delayed,351.26,Passenger,P12,E,249,542,Snow,11
TR4074,Indian Railways,Chennai Central,Howrah,2023-10-19 18:02:00,2023-10-20 00:02:00,6:00:00,Cancelled,284.8,Metro,P2,B,335,479,Snow,4
TR4075,Deutsche Bahn,Berlin Hbf,Munich Hbf,2023-01-23 20:21:00,2023-01-24 05:21:00,9:00:00,On Time,159.05,High-Speed,P20,E,296,224,Rain,2
TR4076,JR East,Hiroshima Station,Kyoto Station,2023-06-10 23:35:00,2023-06-11 04:35:00,5:00:00,On Time,62.47,High-Speed,P1,C,196,278,Storm,14
TR4077,JR East,Kyoto Station,Hiroshima Station,2023-07-18 15:58:00,2023-07-18 22:58:00,7:00:00,Delayed,190.98,Intercity,P5,B,163,202,Snow,19
TR4078,Via Rail,Montreal Central,Vancouver Pacific,2023-12-25 03:55:00,2023-12-25 14:55:00,11:00:00,Cancelled,288.3,Freight,P15,C,153,365,Rain,11
TR4079,Via Rail,Vancouver Pacific,Montreal Central,2023-09-25 15:42:00,2023-09-25 23:42:00,8:00:00,Cancelled,212.96,Freight,P19,B,208,51,Storm,17
TR4080,Deutsche Bahn,Hamburg Hbf,Frankfurt Hbf,2023-01-28 03:11:00,2023-01-28 06:11:00,3:00:00,Cancelled,397.97,Passenger,P7,B,175,474,Storm,12
TR4081,Via Rail,Calgary Station,Vancouver Pacific,2023-03-22 23:21:00,2023-03-23 08:21:00,9:00:00,Delayed,358.55,Intercity,P13,D,55,8,Fog,9
TR4082,Deutsche Bahn,Munich Hbf,Frankfurt Hbf,invalid_date,2023-11-14 08:16:00,6:00:00,On Time,30.47,Intercity,P13,B,408,243,Storm,16
TR4083,Deutsche Bahn,Frankfurt Hbf,Hamburg Hbf,2023-05-30 07:54:00,2023-05-30 15:54:00,8:00:00,Cancelled,211.9,Intercity,P8,C,247,320,Fog,19
TR4084,Via Rail,Ottawa Station,Toronto Union,2023-10-27 13:50:00,2023-10-28 00:50:00,11:00:00,On Time,50.75,Freight,P11,C,256,194,Fog,17
TR4085,Via Rail,Toronto Union,Ottawa Station,2023-08-17 18:32:00,2023-08-18 03:32:00,9:00:00,Delayed,466.44,Freight,P20,A,72,94,Storm,7
TR4086,Deutsche Bahn,Frankfurt Hbf,Berlin Hbf,2023-10-11 01:01:00,2023-10-11 04:01:00,3:00:00,On Time,255.18,Intercity,P6,C,225,199,Fog,13
TR4087,Deutsche Bahn,Frankfurt Hbf,Hamburg Hbf,2023-01-25 13:50:00,2023-01-25 14:50:00,1:00:00,On Time,100.31,Intercity,P7,C,179,443,Rain,7
TR4088,Via Rail,Ottawa Station,Toronto Union,2023-01-11 18:24:00,2023-01-12 03:24:00,9:00:00,On Time,338.21,Metro,P19,D,102,449,Storm,20
TR4089,JR East,Osaka Station,Tokyo Station,2023-09-07 07:36:00,2023-09-07 12:36:00,5:00:00,Delayed,293.39,Metro,P12,B,227,69,Storm,4
TR4090,Deutsche Bahn,Hamburg Hbf,Berlin Hbf,2023-01-24 15:56:00,2023-01-24 22:56:00,7:00:00,On Time,436.47,High-Speed,P16,B,168,220,Snow,17
TR4091,Deutsche Bahn,Frankfurt Hbf,Berlin Hbf,2023-11-11 02:22:00,2023-11-11 13:22:00,11:00:00,Delayed,293.51,Freight,P4,E,407,165,Storm,12
TR4092,Deutsche Bahn,Hamburg Hbf,Berlin Hbf,2023-02-20 08:02:00,2023-02-20 13:02:00,5:00:00,Delayed,116.07,High-Speed,P17,D,322,359,Fog,11
TR4093,Via Rail,Calgary Station,Toronto Union,2023-08-17 19:54:00,2023-08-18 07:54:00,12:00:00,Cancelled,272.31,Metro,P11,A,60,9,Snow,9
TR4094,Via Rail,Calgary Station,Vancouver Pacific,2023-10-13 22:42:00,2023-10-14 04:42:00,6:00:00,Cancelled,361.47,Intercity,P15,D,169,305,Storm,16
TR4095,Via Rail,Calgary Station,Toronto Union,2023-01-06 08:34:00,2023-01-06 12:34:00,4:00:00,Cancelled,166.62,High-Speed,P6,D,185,23,Fog,20
TR4096,Amtrak,Chicago Union,San Francisco 4th,2023-06-21 20:05:00,2023-06-22 06:05:00,10:00:00,Cancelled,316.85,High-Speed,P14,D,195,489,Clear,14
TR4097,Amtrak,Los Angeles Union,New York Penn,2023-01-26 19:42:00,2023-01-26 23:42:00,4:00:00,On Time,90.32,Freight,P6,D,103,160,Fog,7
TR4098,Deutsche Bahn,Berlin Hbf,Hamburg Hbf,2023-11-14 14:24:00,2023-11-15 01:24:00,11:00:00,On Time,467.71,Metro,P18,B,491,448,Storm,12
TR4099,Via Rail,Toronto Union,Montreal Central,2023-12-05 00:11:00,2023-12-05 12:11:00,12:00:00,Delayed,82.81,Freight,P6,A,57,244,Rain,18
TR4100,Amtrak,New York Penn,Chicago Union,2023-12-15 04:05:00,2023-12-15 08:05:00,4:00:00,Cancelled,402.27,Passenger,P2,B,385,492,Rain,19
TR4101,Deutsche Bahn,Munich Hbf,Hamburg Hbf,2023-01-01 02:51:00,2023-01-01 06:51:00,4:00:00,Cancelled,344.36,Intercity,P11,D,253,116,Fog,7
TR4102,Deutsche Bahn,Frankfurt Hbf,Cologne Hbf,2023-08-15 13:39:00,2023-08-15 17:39:00,4:00:00,Cancelled,238.13,High-Speed,P6,B,399,135,Fog,8
TR4103,Indian Railways,Howrah,Bangalore City,2023-07-15 06:45:00,2023-07-15 11:45:00,5:00:00,Delayed,115.86,Passenger,P13,E,273,91,Storm,12
