FlightNumber,Airline,Origin,Destination,DepartureTime,ArrivalTime,Duration,Status,Price,AircraftType,GateNumber,Terminal,SeatCapacity,PassengerCount,WeatherCondition,CrewCount
JB2019,Spirit,DEN,MIA,2023-11-10 08:30:39,2023-11-10 10:12:39,0 days 01:42:00,Cancelled,1144.62,Boeing 737,A3,3,216.0,191.0,Thunderstorm,9.0
SW7400,Delta,ORD,DFW,2023-01-31 10:48:48,2023-01-31 18:33:48,0 days 07:45:00,Delayed,437.37,Airbus A320,C24,,154.0,74.0,Rain,6.0
SW9146,United,DEN,BOS,2023-11-03 14:56:14,2023-11-03 16:08:14,0 days 01:12:00,On Time,1195.67,Boeing 777,C11,2,364.0,82.0,Clear,5.0
SP2908,United,ORD,DEN,2023-11-14 13:55:08,2023-11-14 12:55:08,0 days 04:53:00,Cancelled,1216.29,Embraer 190,D29,1,192.0,176.0,Clear,9.0
DL3187,Delta,MIA,ORD,2023-09-11 22:04:51,2023-09-11 23:40:51,0 days 01:36:00,Cancelled,1329.4,Airbus A380,C2,International,154.0,85.0,Clear,9.0
AS9502,Southwest,DEN,LAX,2023-08-11 22:52:16,2023-08-12 08:50:16,0 days 09:58:00,Delayed,1127.99,Bombardier CRJ900,C7,2,147.0,73.0,Fog,13.0
AS7831,Alaska Airlines,MIA,SEA,2023-04-14 13:16:11,2023-04-14 22:07:11,0 days 08:51:00,Delayed,1452.66,Boeing 777,A26,1,264.0,198.0,Snow,5.0
SP4230,Southwest,BOS,DEN,2023-07-26 15:05:10,2023-07-26 18:56:10,0 days 03:51:00,On Time,237.78,Airbus A380,B14,2,296.0,87.0,Clear,10.0
SW5312,Spirit,SEA,LAX,2023-05-19 06:03:41,2023-05-19 13:38:41,0 days 07:35:00,Cancelled,1022.78,Airbus A320,D20,2,133.0,126.0,Thunderstorm,8.0
DL2379,Alaska Airlines,,MIA,2023-04-13 21:55:36,2023-04-13 23:44:36,0 days 01:49:00,Cancelled,1099.85,Boeing 737,B10,1,278.0,184.0,Snow,9.0
AA2956,Southwest,DEN,MIA,2023-12-26 00:36:57,2023-12-26 04:04:57,0 days 03:28:00,Delayed,1219.23,Boeing 737,D20,4,387.0,161.0,Thunderstorm,9.0
DL8039,Delta,LAX,SFO,2023-07-15 17:03:04,2023-07-15 20:50:04,0 days 03:47:00,Delayed,257.07,Boeing 777,A8,3,150.0,133.0,Cloudy,12.0
SP5081,Delta,SFO,SEA,2023-07-22 09:24:21,2023-07-22 14:49:21,0 days 05:25:00,Cancelled,208.82,Boeing 777,D27,3,100.0,68.0,Snow,6.0
SP3774,United,ATL,ORD,2023-11-27 16:15:23,2023-11-27 22:07:23,0 days 05:52:00,Delayed,204.95,Bombardier CRJ900,D29,2,202.0,160.0,Cloudy,10.0
AA2403,Southwest,LAX,BOS,2023-12-01 01:50:07,2023-12-01 11:04:07,,On Time,753.6,Airbus A320,B14,2,125.0,110.0,Fog,10.0
AA2963,JetBlue,MIA,DEN,2023-03-23 21:18:24,2023-03-24 06:37:24,0 days 09:19:00,On Time,1340.45,Embraer 190,C8,4,186.0,123.0,Cloudy,11.0
AA9540,American Airlines,JFK,LAX,2023-04-05 03:02:43,2023-04-05 09:38:43,0 days 06:36:00,Delayed,374.06,Bombardier CRJ900,B9,2,269.0,247.0,Fog,9.0
AA4903,Delta,JFK,SFO,2023-07-21 23:49:14,2023-07-22 01:40:14,0 days 01:51:00,Cancelled,859.88,Embraer 190,D6,2,400.0,157.0,Clear,7.0
UA7507,Delta,LAX,ORD,2023-05-25 05:51:48,2023-05-25 12:00:48,0 days 06:09:00,Delayed,1251.67,Embraer 190,A19,2,375.0,225.0,Clear,5.0
SP6813,Spirit,ATL,MIA,2023-08-04 23:29:16,2023-08-05 05:29:16,0 days 06:00:00,On Time,376.16,Boeing 777,D30,2,247.0,93.0,Fog,13.0
JB8430,American Airlines,SFO,ATL,2023-01-24 12:46:25,2023-01-24 13:40:25,0 days 00:54:00,Cancelled,232.69,Boeing 777,D5,1,103.0,54.0,Clear,13.0
AA7282,American Airlines,DFW,SEA,2023-05-10 04:18:06,2023-05-10 06:07:06,0 days 01:49:00,Delayed,1457.95,Embraer 190,D5,2,184.0,170.0,Fog,5.0
JB1761,Spirit,ORD,ATL,2023-04-04 15:02:39,2023-04-04 20:33:39,0 days 05:31:00,Delayed,462.98,Embraer 190,C27,4,252.0,186.0,Snow,9.0
SW8955,Alaska Airlines,LAX,DEN,2023-04-13 00:31:10,2023-04-13 02:01:10,0 days 01:30:00,On Time,162.3,Boeing 737,D2,2,148.0,131.0,Thunderstorm,14.0
JB5005,United,JFK,ATL,2023-09-21 22:06:00,2023-09-22 02:44:00,0 days 04:38:00,On Time,148.77,Airbus A380,C14,International,105.0,104.0,Thunderstorm,13.0
JB2295,JetBlue,SFO,SEA,2023-09-07 14:06:47,2023-09-07 18:48:47,0 days 04:42:00,On Time,435.01,Airbus A380,B10,4,245.0,219.0,,12.0
SW9733,American Airlines,ORD,SEA,2023-07-01 02:53:36,2023-07-01 09:59:36,0 days 07:06:00,Delayed,252.91,Boeing 777,D19,1,276.0,69.0,Rain,14.0
SW5395,United,SFO,BOS,2023-12-20 02:51:43,2023-12-20 10:27:43,0 days 07:36:00,On Time,163.28,Boeing 777,C25,International,392.0,242.0,Rain,11.0
UA4839,Spirit,MIA,DEN,2023-10-30 23:58:29,2023-10-31 06:16:29,0 days 06:18:00,Cancelled,1118.95,Airbus A320,A9,3,356.0,311.0,Clear,9.0
SW8727,JetBlue,MIA,DFW,2023-09-11 23:24:14,2023-09-12 00:06:14,0 days 00:42:00,Cancelled,593.84,Airbus A320,A8,4,395.0,364.0,Cloudy,13.0
SP691,Southwest,ORD,BOS,2023-03-30 10:32:11,2023-03-30 18:45:11,0 days 08:13:00,Cancelled,635.92,Airbus A380,A16,2,160.0,62.0,Cloudy,7.0
JB108,Alaska Airlines,DEN,SEA,2023-12-05 07:14:31,2023-12-05 09:29:31,0 days 02:15:00,Delayed,56.21,Bombardier CRJ900,C25,International,189.0,186.0,Cloudy,5.0
SP2427,American Airlines,SFO,SEA,2023-09-14 19:46:42,2023-09-15 01:45:42,0 days 05:59:00,Delayed,1176.63,Boeing 737,B11,2,302.0,81.0,Thunderstorm,15.0
SW9237,Spirit,DFW,MIA,2023-01-11 15:35:41,2023-01-11 17:17:41,0 days 01:42:00,Cancelled,769.6,Embraer 190,C24,2,394.0,142.0,Fog,8.0
SW9448,Southwest,JFK,ORD,2023-11-28 14:01:39,2023-11-28 22:23:39,0 days 08:22:00,On Time,981.05,Airbus A320,A4,4,228.0,217.0,Cloudy,13.0
SW6971,Spirit,ORD,BOS,2023-01-06 18:41:30,2023-01-06 23:19:30,0 days 04:38:00,On Time,990.68,Boeing 737,D14,3,140.0,64.0,Fog,7.0
SP2966,JetBlue,ORD,SFO,2023-02-23 03:46:43,2023-02-23 09:43:43,0 days 05:57:00,Cancelled,192.36,Boeing 777,A25,International,250.0,141.0,Clear,5.0
,JetBlue,SEA,DFW,2023-02-12 03:34:32,2023-02-12 07:06:32,0 days 03:32:00,On Time,935.06,Embraer 190,D30,2,363.0,144.0,Clear,15.0
SP6105,United,MIA,JFK,2023-06-04 01:12:58,,0 days 04:44:00,Cancelled,961.76,Boeing 737,D27,4,342.0,127.0,Fog,10.0
SP5440,United,ORD,DFW,2023-02-24 05:51:23,2023-02-24 15:23:23,0 days 09:32:00,Cancelled,973.73,Airbus A380,D25,International,396.0,51.0,Clear,13.0
DL7540,Southwest,SEA,DEN,2023-07-18 17:57:59,2023-07-19 00:38:59,0 days 06:41:00,On Time,1091.17,Airbus A380,B25,4,180.0,62.0,Rain,12.0
UA2807,JetBlue,LAX,MIA,2023-07-28 18:02:46,2023-07-29 03:57:46,0 days 09:55:00,Cancelled,1022.24,Bombardier CRJ900,A26,4,280.0,110.0,Thunderstorm,11.0
AA1003,Spirit,BOS,JFK,2023-02-03 06:12:52,2023-02-03 09:15:52,0 days 03:03:00,Delayed,972.23,Boeing 737,C19,International,364.0,227.0,Snow,14.0
AA7670,United,SEA,LAX,2023-05-07 09:48:59,2023-05-07 19:26:59,0 days 09:38:00,Delayed,1073.31,Embraer 190,D7,1,267.0,97.0,Snow,11.0
SW9922,Spirit,ORD,DFW,2023-08-02 10:19:58,2023-08-02 14:16:58,0 days 03:57:00,On Time,1235.71,Boeing 777,B16,4,288.0,226.0,Cloudy,15.0
SP882,Southwest,DEN,DFW,2023-11-09 00:38:09,2023-11-09 10:16:09,0 days 09:38:00,Cancelled,1034.06,Bombardier CRJ900,D23,2,368.0,105.0,Snow,7.0
SW1668,Southwest,ORD,JFK,2023-10-26 02:01:05,2023-10-26 10:15:05,0 days 08:14:00,Cancelled,1329.03,Boeing 737,A6,4,289.0,132.0,Snow,9.0
DL7557,Alaska Airlines,SFO,MIA,2023-06-20 18:27:52,2023-06-21 01:59:52,0 days 07:32:00,On Time,328.92,Airbus A320,C28,International,303.0,116.0,Cloudy,6.0
SW5942,JetBlue,DEN,ATL,2023-06-21 11:24:39,2023-06-21 16:40:39,0 days 05:16:00,On Time,1379.5,Embraer 190,B10,1,151.0,73.0,Cloudy,7.0
AA7276,Southwest,SEA,DEN,2023-12-15 02:13:17,2023-12-15 10:28:17,0 days 08:15:00,On Time,963.57,Airbus A380,A15,1,318.0,128.0,Snow,5.0
AS6893,JetBlue,SFO,BOS,2023-09-28 04:13:39,2023-09-28 08:05:39,0 days 03:52:00,On Time,1234.84,Boeing 777,B6,2,138.0,92.0,Thunderstorm,7.0
AS1400,JetBlue,JFK,LAX,2023-10-24 20:16:29,2023-10-25 02:06:29,0 days 05:50:00,On Time,747.3,Airbus A380,A27,International,154.0,68.0,Clear,13.0
AA3687,JetBlue,DEN,JFK,2023-01-20 07:27:17,2023-01-20 14:05:17,0 days 06:38:00,Cancelled,1154.77,Airbus A320,B12,1,225.0,149.0,Fog,8.0
AS1397,Delta,SEA,SFO,2023-02-05 18:02:27,2023-02-05 20:24:27,0 days 02:22:00,Delayed,85.41,Boeing 737,C2,1,325.0,58.0,Rain,13.0
AS8449,American Airlines,DFW,SFO,2023-01-02 13:28:30,2023-01-02 19:43:30,0 days 06:15:00,Cancelled,503.04,Airbus A320,B25,3,298.0,271.0,Rain,5.0
SP6183,United,DFW,ATL,2023-02-21 06:02:32,2023-02-21 07:35:32,0 days 01:33:00,Delayed,489.92,Bombardier CRJ900,D10,3,359.0,344.0,Snow,13.0
AA2554,Spirit,SFO,MIA,2023-10-10 09:53:59,2023-10-10 15:59:59,0 days 06:06:00,Delayed,787.65,Boeing 777,C1,International,293.0,286.0,Cloudy,14.0
UA4936,Spirit,SEA,LAX,2023-05-09 16:00:01,2023-05-09 22:11:01,0 days 06:11:00,Cancelled,1281.96,Boeing 777,A22,2,110.0,84.0,Cloudy,9.0
JB4120,Alaska Airlines,BOS,MIA,2023-06-19 03:11:44,2023-06-19 09:24:44,0 days 06:13:00,Cancelled,1028.4,Bombardier CRJ900,D28,International,300.0,62.0,Cloudy,15.0
AA2469,Spirit,ATL,LAX,2023-01-04 01:45:00,2023-01-04 04:38:00,0 days 02:53:00,Delayed,59.86,Airbus A320,D8,4,383.0,307.0,Snow,5.0
DL9574,United,SEA,DEN,2023-03-19 23:07:49,2023-03-20 05:14:49,0 days 06:07:00,Delayed,274.67,Airbus A380,C14,1,355.0,285.0,Clear,15.0
JB5078,JetBlue,ATL,SFO,2023-05-18 00:10:29,2023-05-18 04:51:29,0 days 04:41:00,On Time,509.07,Embraer 190,B15,International,364.0,109.0,Cloudy,15.0
DL3624,Delta,LAX,SEA,2023-08-08 03:34:34,2023-08-08 12:49:34,0 days 09:15:00,On Time,813.96,Embraer 190,D15,1,235.0,120.0,Rain,15.0
SP5026,Spirit,BOS,SEA,2023-08-06 20:15:48,2023-08-06 21:21:48,0 days 01:06:00,Cancelled,927.06,Airbus A380,B20,2,210.0,204.0,Thunderstorm,11.0
DL3239,Southwest,DFW,SFO,2023-12-25 14:10:08,2023-12-25 15:28:08,0 days 01:18:00,Delayed,1295.36,Boeing 737,A14,2,172.0,156.0,Fog,6.0
SP3644,,MIA,ORD,2023-05-25 23:22:58,2023-05-26 03:44:58,0 days 04:22:00,Cancelled,1142.16,Boeing 777,B9,4,195.0,89.0,Rain,15.0
SP9757,Southwest,MIA,DFW,2023-05-31 21:20:25,2023-06-01 00:15:25,0 days 02:55:00,On Time,898.23,Airbus A320,B22,2,293.0,278.0,Snow,11.0
SW7141,American Airlines,JFK,SFO,2023-03-31 02:49:11,2023-03-31 04:14:11,0 days 01:25:00,Delayed,334.0,Embraer 190,A16,International,193.0,169.0,Thunderstorm,12.0
SW3146,Delta,SEA,ATL,2023-07-11 13:29:18,2023-07-11 15:56:18,0 days 02:27:00,Delayed,905.26,Embraer 190,B10,2,326.0,72.0,Rain,7.0
AA7592,Alaska Airlines,SEA,DEN,2023-09-02 09:35:23,2023-09-02 16:06:23,0 days 06:31:00,Delayed,560.58,Boeing 737,D28,1,169.0,72.0,Fog,5.0
DL7139,JetBlue,SEA,DFW,2023-09-06 00:30:34,2023-09-06 05:01:34,0 days 04:31:00,Delayed,367.06,Boeing 777,C22,2,173.0,78.0,Thunderstorm,11.0
SW6150,Alaska Airlines,BOS,JFK,2023-06-06 00:00:52,2023-06-06 04:58:52,0 days 04:58:00,Cancelled,1170.24,Bombardier CRJ900,D1,4,384.0,89.0,Fog,9.0
SP2305,Delta,SFO,SEA,2023-01-28 01:16:28,2023-01-28 02:52:28,0 days 01:36:00,Delayed,799.63,Embraer 190,B26,2,397.0,326.0,Fog,13.0
AS8591,American Airlines,LAX,MIA,2023-09-23 00:42:54,2023-09-23 03:27:54,0 days 02:45:00,Delayed,917.43,Boeing 737,C19,1,119.0,54.0,Cloudy,9.0
SW1656,American Airlines,BOS,SEA,2023-03-06 10:03:46,2023-03-06 10:37:46,0 days 00:34:00,Delayed,998.46,Boeing 737,A25,4,358.0,245.0,Rain,6.0
DL9513,Spirit,SEA,ATL,2023-10-05 03:21:12,2023-10-05 07:20:12,0 days 03:59:00,Cancelled,337.67,Airbus A380,B6,1,334.0,118.0,Rain,7.0
JB9904,American Airlines,ATL,SEA,2023-09-03 04:11:07,2023-09-03 05:12:07,0 days 01:01:00,On Time,145.29,Bombardier CRJ900,D22,International,108.0,73.0,Rain,12.0
AA1001,Alaska Airlines,ORD,JFK,2023-07-05 19:01:30,2023-07-06 02:32:30,0 days 07:31:00,On Time,551.59,Boeing 737,B29,2,130.0,112.0,Cloudy,12.0
SP3102,Spirit,LAX,ATL,2023-01-29 10:21:16,2023-01-29 12:40:16,0 days 02:19:00,On Time,,Airbus A320,D16,2,171.0,133.0,Clear,12.0
DL4313,JetBlue,LAX,DFW,2023-04-06 15:32:12,2023-04-06 17:48:12,0 days 02:16:00,On Time,595.35,Embraer 190,B30,3,395.0,103.0,Clear,11.0
JB5021,United,DEN,SEA,2023-08-18 00:44:32,2023-08-18 08:33:32,0 days 07:49:00,Cancelled,546.87,Airbus A320,D25,4,120.0,73.0,Thunderstorm,7.0
UA5603,Delta,ORD,JFK,2023-10-31 01:15:06,2023-10-31 07:28:06,0 days 06:13:00,On Time,347.04,Boeing 737,B24,1,134.0,75.0,Rain,11.0
UA9135,Alaska Airlines,DEN,DFW,2023-05-26 01:02:51,2023-05-26 04:26:51,0 days 03:24:00,Delayed,,Bombardier CRJ900,C8,4,165.0,97.0,Fog,13.0
DL8332,Spirit,SEA,LAX,2023-04-05 01:53:55,2023-04-05 03:40:55,0 days 01:47:00,Cancelled,1219.54,Airbus A380,A7,International,265.0,234.0,Clear,12.0
AA3843,JetBlue,DEN,ORD,2023-06-27 15:54:33,2023-06-28 00:09:33,0 days 08:15:00,Delayed,740.76,Boeing 777,A13,International,232.0,150.0,Thunderstorm,14.0
DL3986,JetBlue,JFK,MIA,2023-06-09 03:18:48,2023-06-09 12:02:48,0 days 08:44:00,On Time,1061.94,Boeing 777,D28,1,335.0,287.0,Rain,8.0
SW3730,United,BOS,ATL,2023-09-19 14:05:17,2023-09-19 23:21:17,0 days 09:16:00,Cancelled,1021.55,Bombardier CRJ900,A2,3,361.0,300.0,Thunderstorm,14.0
SW5858,American Airlines,ATL,BOS,2023-08-26 04:49:25,2023-08-26 12:59:25,0 days 08:10:00,On Time,,Airbus A320,C27,1,308.0,64.0,Clear,11.0
UA2773,Delta,ORD,DEN,2023-01-30 01:24:22,2023-01-30 08:54:22,0 days 07:30:00,Delayed,1288.26,Embraer 190,B16,2,334.0,231.0,Clear,9.0
JB3518,Alaska Airlines,SFO,DFW,2023-06-12 04:38:05,2023-06-12 12:53:05,0 days 08:15:00,Delayed,1122.63,Boeing 777,A9,4,179.0,166.0,Fog,5.0
AS2431,Alaska Airlines,JFK,LAX,2023-09-11 12:07:34,2023-09-11 14:03:34,0 days 01:56:00,Delayed,1307.31,Boeing 777,C20,International,127.0,77.0,Thunderstorm,6.0
DL8818,American Airlines,MIA,JFK,2023-11-06 21:07:44,2023-11-07 01:42:44,0 days 04:35:00,Cancelled,1080.79,Embraer 190,D18,2,142.0,51.0,Thunderstorm,5.0
DL234,JetBlue,DEN,MIA,2023-07-11 21:27:07,2023-07-11 23:05:07,0 days 01:38:00,On Time,63.85,Embraer 190,C2,4,310.0,146.0,Cloudy,11.0
UA2441,United,DFW,BOS,2023-10-20 14:47:27,2023-10-20 16:35:27,0 days 01:48:00,Cancelled,420.52,Airbus A320,D10,1,218.0,97.0,Snow,6.0
SP7017,American Airlines,SEA,ATL,2023-12-05 08:36:28,2023-12-05 12:26:28,0 days 03:50:00,On Time,270.9,Airbus A380,D27,1,312.0,250.0,Rain,5.0
UA3508,Alaska Airlines,DEN,JFK,2023-06-02 08:20:37,2023-06-02 12:51:37,0 days 04:31:00,On Time,823.1,Airbus A380,A12,International,394.0,245.0,Thunderstorm,6.0
DL573,Southwest,ORD,SFO,2023-07-03 19:29:01,2023-07-03 23:04:01,0 days 03:35:00,Cancelled,1135.18,Bombardier CRJ900,B8,4,251.0,141.0,Fog,13.0
SP3868,Southwest,ATL,DFW,2023-11-27 00:01:08,2023-11-27 06:45:08,0 days 06:44:00,Delayed,1293.34,Boeing 777,B30,International,175.0,52.0,Fog,5.0
JB3396,Delta,BOS,SFO,2023-12-09 19:56:08,2023-12-10 04:37:08,0 days 08:41:00,On Time,824.19,Embraer 190,C7,International,149.0,82.0,Cloudy,13.0
AS2184,Alaska Airlines,LAX,ATL,2023-12-06 01:20:01,2023-12-06 09:38:01,0 days 08:18:00,Cancelled,216.29,Airbus A320,B18,International,202.0,117.0,Fog,9.0
DL3798,American Airlines,SFO,SEA,2023-04-02 21:32:13,2023-04-03 05:08:13,0 days 07:36:00,Delayed,1198.77,Embraer 190,D15,International,285.0,106.0,Thunderstorm,11.0
SP6819,Alaska Airlines,BOS,DEN,2023-09-19 19:35:10,2023-09-20 00:00:10,0 days 04:25:00,Cancelled,398.95,Boeing 737,A17,International,354.0,295.0,Snow,13.0
SP8889,JetBlue,SEA,SFO,2023-03-11 02:09:37,2023-03-11 11:21:37,0 days 09:12:00,Cancelled,1216.24,Airbus A380,C17,2,120.0,104.0,Fog,8.0
JB1344,Delta,SEA,MIA,2023-04-10 18:48:13,2023-04-11 02:30:13,0 days 07:42:00,Cancelled,611.41,Boeing 777,A2,4,377.0,111.0,Snow,11.0
AA9344,Spirit,BOS,ORD,2023-04-02 16:48:32,2023-04-03 02:19:32,0 days 09:31:00,On Time,1409.45,Boeing 777,B24,,379.0,273.0,Clear,13.0
AS2879,JetBlue,ORD,MIA,,,0 days 03:02:00,On Time,380.54,Airbus A320,C22,1,289.0,206.0,Clear,11.0
UA9005,JetBlue,JFK,LAX,2023-05-28 20:34:55,2023-05-29 06:28:55,0 days 09:54:00,On Time,1206.94,Airbus A380,D27,4,375.0,298.0,Cloudy,6.0
JB2637,United,BOS,DEN,2023-04-25 04:44:07,2023-04-25 06:31:07,0 days 01:47:00,Cancelled,937.99,Airbus A320,A22,,147.0,125.0,Clear,11.0
SW2556,JetBlue,SEA,ATL,2023-07-03 01:01:41,2023-07-03 06:47:41,0 days 05:46:00,On Time,1113.74,Airbus A380,C10,2,277.0,75.0,Clear,13.0
UA2236,Southwest,MIA,DEN,2023-07-11 23:49:30,2023-07-12 03:12:30,0 days 03:23:00,Delayed,387.47,Airbus A380,D1,3,260.0,92.0,Fog,15.0
AS8320,American Airlines,SEA,DFW,2023-07-29 12:21:31,2023-07-29 17:02:31,0 days 04:41:00,Cancelled,1349.88,Bombardier CRJ900,B18,International,283.0,96.0,Fog,6.0
AA9415,Southwest,SFO,BOS,2023-09-13 01:37:53,2023-09-13 08:46:53,0 days 07:09:00,Cancelled,711.41,Embraer 190,C22,International,338.0,81.0,Snow,7.0
DL3986,Delta,MIA,BOS,2023-02-08 21:04:38,2023-02-09 03:38:38,0 days 06:34:00,Cancelled,200.93,Airbus A320,D4,2,264.0,121.0,Cloudy,9.0
,United,LAX,JFK,2023-11-27 20:19:57,2023-11-27 22:53:57,0 days 02:34:00,On Time,1248.24,Bombardier CRJ900,B21,4,274.0,192.0,Thunderstorm,9.0
AS8975,JetBlue,DEN,ORD,2023-06-01 01:48:19,2023-06-01 03:45:19,0 days 01:57:00,Delayed,1008.92,Embraer 190,A11,2,320.0,212.0,Snow,7.0
SW4347,United,SEA,ATL,2023-10-22 17:10:28,2023-10-23 02:03:28,0 days 08:53:00,On Time,704.85,Boeing 737,C24,3,339.0,188.0,,14.0
UA454,JetBlue,ATL,JFK,2023-04-28 06:43:49,2023-04-28 10:35:49,0 days 03:52:00,On Time,849.07,Boeing 737,B10,1,115.0,96.0,Clear,15.0
DL7887,Alaska Airlines,ORD,LAX,2023-05-26 05:35:59,2023-05-26 10:22:59,0 days 04:47:00,On Time,1335.36,Embraer 190,A12,4,218.0,55.0,Cloudy,9.0
AA1622,Alaska Airlines,ATL,JFK,2023-08-02 08:25:05,2023-08-02 11:49:05,0 days 03:24:00,On Time,158.1,Boeing 737,B6,4,200.0,,Clear,14.0
JB3080,JetBlue,BOS,ORD,2023-11-12 09:10:12,2023-11-12 16:26:12,0 days 07:16:00,Delayed,1357.17,Embraer 190,B9,3,279.0,252.0,Snow,10.0
DL9985,Alaska Airlines,MIA,DFW,2023-05-27 16:11:07,2023-05-27 18:03:07,0 days 01:52:00,On Time,151.72,Boeing 737,A4,4,224.0,91.0,Fog,11.0
JB3092,United,DEN,SFO,2023-02-11 14:23:11,2023-02-11 19:17:11,0 days 04:54:00,On Time,1102.89,Airbus A320,A13,International,109.0,103.0,,9.0
DL1834,Spirit,MIA,JFK,2023-10-01 13:59:57,2023-10-01 14:36:57,0 days 00:37:00,Delayed,427.07,Bombardier CRJ900,A24,3,109.0,108.0,Fog,11.0
SW3814,Alaska Airlines,JFK,DEN,2023-06-23 09:03:12,2023-06-23 14:35:12,0 days 05:32:00,Cancelled,313.63,Airbus A380,C22,2,242.0,230.0,Cloudy,9.0
AS4439,Alaska Airlines,BOS,SEA,2023-03-25 00:10:13,2023-03-25 01:18:13,0 days 01:08:00,On Time,162.04,Embraer 190,D16,2,229.0,193.0,Snow,8.0
UA4119,Spirit,SEA,ORD,2023-11-28 15:25:32,2023-11-29 00:41:32,0 days 09:16:00,On Time,1368.51,Boeing 777,C14,4,218.0,150.0,Thunderstorm,6.0
SW9347,JetBlue,ATL,DFW,2023-08-30 22:45:09,2023-08-31 05:42:09,0 days 06:57:00,On Time,422.37,Boeing 777,C6,4,250.0,84.0,Fog,5.0
SW3996,JetBlue,SFO,ATL,2023-04-27 19:34:41,2023-04-28 00:54:41,0 days 05:20:00,On Time,241.21,Bombardier CRJ900,,4,140.0,108.0,Clear,15.0
AS3162,JetBlue,MIA,SEA,2023-04-10 21:24:53,2023-04-11 05:41:53,0 days 08:17:00,Delayed,336.78,Embraer 190,C27,3,361.0,74.0,Rain,7.0
SP4479,Spirit,ORD,JFK,2023-08-21 01:49:05,2023-08-21 07:52:05,0 days 06:03:00,Cancelled,848.22,Boeing 777,A9,2,,126.0,Clear,11.0
AA8664,Alaska Airlines,ATL,JFK,2023-01-30 14:10:32,2023-01-30 16:45:32,0 days 02:35:00,Delayed,1456.42,Airbus A380,D3,4,323.0,225.0,Snow,13.0
SW5179,JetBlue,SEA,JFK,2023-03-03 21:16:16,2023-03-04 05:32:16,0 days 08:16:00,Cancelled,737.15,Airbus A320,D20,2,187.0,99.0,Cloudy,11.0
AA7583,Spirit,MIA,LAX,2023-10-03 00:56:47,2023-10-03 09:15:47,0 days 08:19:00,Cancelled,1273.01,Boeing 777,A6,4,205.0,136.0,Thunderstorm,12.0
UA5897,Southwest,JFK,DFW,2023-10-06 07:58:05,2023-10-06 10:40:05,0 days 02:42:00,On Time,1203.28,Boeing 777,A17,1,231.0,190.0,Rain,5.0
AS9743,JetBlue,ORD,SFO,2023-10-07 05:37:05,2023-10-07 14:00:05,0 days 08:23:00,On Time,122.97,Embraer 190,D26,2,232.0,70.0,Thunderstorm,7.0
JB8061,Spirit,ATL,JFK,2023-02-09 04:22:36,2023-02-09 13:19:36,0 days 08:57:00,Cancelled,1198.06,Boeing 777,B22,International,302.0,196.0,Fog,14.0
SW9728,United,BOS,SFO,2023-05-05 10:02:36,2023-05-05 11:44:36,0 days 01:42:00,Delayed,721.79,Boeing 737,C7,International,119.0,58.0,Cloudy,10.0
SW3928,American Airlines,ATL,BOS,2023-06-18 13:55:13,2023-06-18 22:42:13,0 days 08:47:00,Delayed,1324.58,Boeing 777,C19,4,124.0,106.0,Fog,6.0
SW1072,Delta,DFW,BOS,2023-05-29 05:02:09,2023-05-29 08:35:09,0 days 03:33:00,Delayed,860.16,Airbus A380,C29,,351.0,100.0,Clear,6.0
AS6382,JetBlue,DFW,MIA,2023-12-12 04:31:32,2023-12-12 12:01:32,0 days 07:30:00,Delayed,187.91,Airbus A320,C12,4,351.0,307.0,Fog,6.0
SW6695,Spirit,ORD,SEA,2023-07-03 22:43:59,2023-07-04 00:11:59,0 days 01:28:00,Delayed,223.51,Boeing 737,D19,1,262.0,257.0,Clear,5.0
DL7563,Alaska Airlines,SFO,SEA,2023-11-08 15:13:29,2023-11-08 23:10:29,0 days 07:57:00,Delayed,89.51,Boeing 777,D1,4,310.0,299.0,Fog,8.0
UA9305,Alaska Airlines,DFW,BOS,2023-09-06 23:30:00,2023-09-07 05:59:00,0 days 06:29:00,Delayed,,Airbus A320,D26,2,263.0,103.0,Rain,6.0
UA6780,JetBlue,ORD,SFO,2023-01-26 08:38:29,2023-01-26 15:06:29,0 days 06:28:00,On Time,,Boeing 737,B25,International,306.0,120.0,Thunderstorm,14.0
SP5200,JetBlue,SFO,JFK,2023-01-04 07:31:00,2023-01-04 14:42:00,0 days 07:11:00,Delayed,1485.96,Boeing 777,D21,1,238.0,139.0,Clear,12.0
AS1505,United,SEA,DFW,2023-02-15 09:10:56,2023-02-15 14:59:56,0 days 05:49:00,Delayed,1250.68,Boeing 777,D9,International,150.0,88.0,Rain,6.0
AA1781,Alaska Airlines,BOS,SEA,2023-07-02 07:50:57,2023-07-02 12:20:57,0 days 04:30:00,On Time,90.4,Embraer 190,D7,2,227.0,104.0,Snow,6.0
UA2023,Southwest,SEA,ORD,2023-04-08 19:03:35,2023-04-09 02:43:35,0 days 07:40:00,Cancelled,279.77,Airbus A320,B13,1,286.0,283.0,Rain,9.0
SP8157,American Airlines,SFO,ORD,2023-10-03 16:25:54,2023-10-03 17:36:54,0 days 01:11:00,Cancelled,1439.23,Boeing 737,C18,International,257.0,218.0,Snow,13.0
JB8977,Alaska Airlines,ATL,LAX,2023-12-13 21:28:50,2023-12-14 04:11:50,0 days 06:43:00,Cancelled,1189.89,Boeing 777,D18,2,291.0,277.0,Clear,13.0
