FlightNumber,Airline,Origin,Destination,DepartureTime,ArrivalTime,Duration,Status,Price,AircraftType,GateNumber,Terminal,SeatCapacity,PassengerCount,WeatherCondition,CrewCount,TransportType,VehicleID,ScheduledDeparture,ScheduledArrival,ActualDeparture,ActualArrival,DelayDuration,RouteCode
AA3113,Alaska Airlines,MIA,BOS,2023-03-13 00:33:46,2023-03-13 07:50:46,0 days 07:17:00,Cancelled,1256.72,Boeing 737,A11,2,315.0,146.0,Snow,15.0,Flight,AA3113,2023-03-13 00:33:46,2023-03-13 07:50:46,2023-03-13 00:33:46,2023-03-13 07:50:46,0.0,MIA_BOS
SP4505,JetBlue,DEN,MIA,2023-07-03 08:25:48,2023-07-03 15:48:48,0 days 07:23:00,Delayed,334.22,Airbus A320,B20,International,328.0,70.0,Cloudy,12.0,Flight,SP4505,2023-07-03 08:25:48,2023-07-03 15:48:48,2023-07-03 08:25:48,2023-07-03 16:18:48,30.0,DEN_MIA
AA578,Delta,DEN,SFO,2023-06-18 20:04:43,2023-06-19 04:48:43,0 days 08:44:00,Cancelled,268.16,Boeing 737,C8,3,257.0,162.0,Cloudy,6.0,Flight,AA578,2023-06-18 20:04:43,2023-06-19 04:48:43,2023-06-18 20:04:43,2023-06-19 04:48:43,0.0,DEN_SFO
AS5237,Southwest,BOS,DFW,2023-10-27 02:33:10,2023-10-27 06:52:10,0 days 04:19:00,On Time,1454.44,Embraer 190,B17,4,271.0,233.0,Fog,10.0,Flight,AS5237,2023-10-27 02:33:10,2023-10-27 06:52:10,2023-10-27 02:33:10,2023-10-27 06:52:10,0.0,BOS_DFW
AS8815,Spirit,JFK,MIA,2023-04-11 22:59:58,2023-04-12 04:09:58,0 days 05:10:00,On Time,90.17,Boeing 737,A11,1,306.0,231.0,Snow,7.0,Flight,AS8815,2023-04-11 22:59:58,2023-04-12 04:09:58,2023-04-11 22:59:58,2023-04-12 04:09:58,0.0,JFK_MIA
AA425,Alaska Airlines,SFO,BOS,2023-06-10 23:58:38,2023-06-11 07:17:38,0 days 07:19:00,Cancelled,197.17,Airbus A320,C11,2,244.0,76.0,Cloudy,,Flight,AA425,2023-06-10 23:58:38,2023-06-11 07:17:38,2023-06-10 23:58:38,2023-06-11 07:17:38,0.0,SFO_BOS
AA6201,Alaska Airlines,JFK,LAX,2023-01-31 04:11:18,2023-01-31 04:46:18,0 days 00:35:00,Cancelled,1236.81,Boeing 737,C27,2,303.0,224.0,Fog,7.0,Flight,AA6201,2023-01-31 04:11:18,2023-01-31 04:46:18,2023-01-31 04:11:18,2023-01-31 04:46:18,0.0,JFK_LAX
SW6835,United,SEA,MIA,2023-10-18 05:51:31,2023-10-18 12:07:31,0 days 06:16:00,On Time,882.62,Airbus A320,C30,2,245.0,150.0,Clear,10.0,Flight,SW6835,2023-10-18 05:51:31,2023-10-18 12:07:31,2023-10-18 05:51:31,2023-10-18 12:07:31,0.0,SEA_MIA
AS6372,American Airlines,SFO,BOS,2023-10-06 09:25:00,2023-10-06 16:57:00,0 days 07:32:00,Delayed,505.01,Embraer 190,A10,2,369.0,78.0,Clear,12.0,Flight,AS6372,2023-10-06 09:25:00,2023-10-06 16:57:00,2023-10-06 09:25:00,2023-10-06 17:27:00,30.0,SFO_BOS
AS2203,Southwest,SFO,ORD,2023-12-19 22:16:50,2023-12-20 07:30:50,0 days 09:14:00,Delayed,1359.54,Boeing 777,A28,4,353.0,249.0,Snow,13.0,Flight,AS2203,2023-12-19 22:16:50,2023-12-20 07:30:50,2023-12-19 22:16:50,2023-12-20 08:00:50,30.0,SFO_ORD
SP8546,American Airlines,DEN,SFO,2023-06-06 03:46:06,2023-06-06 07:11:06,0 days 03:25:00,Delayed,1237.5,Embraer 190,A9,International,196.0,115.0,Rain,15.0,Flight,SP8546,2023-06-06 03:46:06,2023-06-06 07:11:06,2023-06-06 03:46:06,2023-06-06 07:41:06,30.0,DEN_SFO
AA7118,Spirit,SFO,JFK,2023-09-20 10:07:18,2023-09-20 13:14:18,0 days 03:07:00,Cancelled,1427.65,Embraer 190,A29,4,145.0,104.0,Cloudy,10.0,Flight,AA7118,2023-09-20 10:07:18,2023-09-20 13:14:18,2023-09-20 10:07:18,2023-09-20 13:14:18,0.0,SFO_JFK
UA3477,Delta,SFO,JFK,2023-05-07 23:16:31,2023-05-08 05:57:31,0 days 06:41:00,Cancelled,105.6,Airbus A320,D13,2,126.0,97.0,Fog,13.0,Flight,UA3477,2023-05-07 23:16:31,2023-05-08 05:57:31,2023-05-07 23:16:31,2023-05-08 05:57:31,0.0,SFO_JFK
AS9856,Spirit,JFK,MIA,2023-07-07 15:47:03,2023-07-07 21:43:03,0 days 05:56:00,Delayed,592.38,Bombardier CRJ900,C8,4,365.0,176.0,Cloudy,14.0,Flight,AS9856,2023-07-07 15:47:03,2023-07-07 21:43:03,2023-07-07 15:47:03,2023-07-07 22:13:03,30.0,JFK_MIA
DL6289,American Airlines,DEN,ORD,2023-10-09 01:48:38,2023-10-09 07:46:38,,Delayed,329.0,Airbus A320,D30,3,117.0,65.0,Rain,14.0,Flight,DL6289,2023-10-09 01:48:38,2023-10-09 07:46:38,2023-10-09 01:48:38,2023-10-09 08:16:38,30.0,DEN_ORD
SW268,Alaska Airlines,SFO,,2023-11-12 00:34:07,2023-11-12 01:30:07,0 days 00:56:00,Cancelled,1053.48,Bombardier CRJ900,C9,3,203.0,100.0,Cloudy,11.0,Flight,SW268,2023-11-12 00:34:07,2023-11-12 01:30:07,2023-11-12 00:34:07,2023-11-12 01:30:07,0.0,SFO_
AS5435,Southwest,SFO,JFK,2023-05-14 21:50:23,2023-05-15 06:35:23,0 days 08:45:00,On Time,664.15,Embraer 190,B4,3,205.0,96.0,Thunderstorm,14.0,Flight,AS5435,2023-05-14 21:50:23,2023-05-15 06:35:23,2023-05-14 21:50:23,2023-05-15 06:35:23,0.0,SFO_JFK
AA9529,JetBlue,SFO,MIA,2023-10-12 06:09:24,2023-10-12 15:25:24,0 days 09:16:00,Delayed,181.13,Boeing 777,D7,International,180.0,155.0,Clear,12.0,Flight,AA9529,2023-10-12 06:09:24,2023-10-12 15:25:24,2023-10-12 06:09:24,2023-10-12 15:55:24,30.0,SFO_MIA
DL890,Spirit,JFK,SFO,2023-09-14 23:51:30,2023-09-15 07:36:30,0 days 07:45:00,On Time,1450.58,Bombardier CRJ900,B25,2,,65.0,Thunderstorm,14.0,Flight,DL890,2023-09-14 23:51:30,2023-09-15 07:36:30,2023-09-14 23:51:30,2023-09-15 07:36:30,0.0,JFK_SFO
,American Airlines,SEA,ATL,2023-01-22 01:46:18,2023-01-22 03:06:18,0 days 01:20:00,Cancelled,1275.97,Airbus A380,B30,International,301.0,55.0,Rain,14.0,Flight,,2023-01-22 01:46:18,2023-01-22 03:06:18,2023-01-22 01:46:18,2023-01-22 03:06:18,0.0,SEA_ATL
DL879,United,ATL,MIA,2023-04-20 05:10:26,2023-04-20 05:41:26,0 days 00:31:00,Delayed,496.87,Embraer 190,D16,2,121.0,74.0,Clear,10.0,Flight,DL879,2023-04-20 05:10:26,2023-04-20 05:41:26,2023-04-20 05:10:26,2023-04-20 06:11:26,30.0,ATL_MIA
AA5002,Delta,ATL,ORD,2023-12-30 15:30:38,2023-12-31 00:28:38,0 days 08:58:00,On Time,613.45,Airbus A320,C30,3,275.0,132.0,Thunderstorm,5.0,Flight,AA5002,2023-12-30 15:30:38,2023-12-31 00:28:38,2023-12-30 15:30:38,2023-12-31 00:28:38,0.0,ATL_ORD
AA5849,Southwest,BOS,ORD,2023-02-12 15:03:33,2023-02-12 20:16:33,0 days 05:13:00,Delayed,1109.95,Bombardier CRJ900,A29,3,123.0,96.0,Cloudy,10.0,Flight,AA5849,2023-02-12 15:03:33,2023-02-12 20:16:33,2023-02-12 15:03:33,2023-02-12 20:46:33,30.0,BOS_ORD
UA8221,Delta,SEA,ATL,2023-12-12 16:37:35,2023-12-13 01:03:35,0 days 08:26:00,On Time,236.02,Bombardier CRJ900,D28,4,299.0,238.0,Fog,7.0,Flight,UA8221,2023-12-12 16:37:35,2023-12-13 01:03:35,2023-12-12 16:37:35,2023-12-13 01:03:35,0.0,SEA_ATL
DL7200,American Airlines,LAX,JFK,2023-03-08 17:46:33,2023-03-09 00:43:33,0 days 06:57:00,Delayed,54.42,Boeing 777,D7,4,173.0,105.0,Fog,15.0,Flight,DL7200,2023-03-08 17:46:33,2023-03-09 00:43:33,2023-03-08 17:46:33,2023-03-09 01:13:33,30.0,LAX_JFK
DL1625,JetBlue,DFW,JFK,2023-07-14 13:08:24,2023-07-14 20:50:24,0 days 07:42:00,On Time,395.69,Bombardier CRJ900,A17,2,255.0,63.0,Fog,7.0,Flight,DL1625,2023-07-14 13:08:24,2023-07-14 20:50:24,2023-07-14 13:08:24,2023-07-14 20:50:24,0.0,DFW_JFK
AS6649,Alaska Airlines,DEN,SFO,2023-08-10 09:44:44,2023-08-10 15:35:44,0 days 05:51:00,On Time,203.07,Embraer 190,B15,3,327.0,244.0,Clear,13.0,Flight,AS6649,2023-08-10 09:44:44,2023-08-10 15:35:44,2023-08-10 09:44:44,2023-08-10 15:35:44,0.0,DEN_SFO
UA9847,Alaska Airlines,SFO,BOS,2023-02-22 19:24:52,2023-02-23 04:41:52,0 days 09:17:00,On Time,1088.85,Embraer 190,C27,2,116.0,64.0,Cloudy,11.0,Flight,UA9847,2023-02-22 19:24:52,2023-02-23 04:41:52,2023-02-22 19:24:52,2023-02-23 04:41:52,0.0,SFO_BOS
SW3348,Southwest,ATL,LAX,2023-11-13 06:12:42,2023-11-13 09:26:42,0 days 03:14:00,Cancelled,89.21,Airbus A380,C14,3,158.0,120.0,Cloudy,8.0,Flight,SW3348,2023-11-13 06:12:42,2023-11-13 09:26:42,2023-11-13 06:12:42,2023-11-13 09:26:42,0.0,ATL_LAX
UA1408,JetBlue,SEA,JFK,2023-08-01 13:27:28,2023-08-01 22:34:28,0 days 09:07:00,Cancelled,991.97,Airbus A320,C20,4,183.0,75.0,Fog,14.0,Flight,UA1408,2023-08-01 13:27:28,2023-08-01 22:34:28,2023-08-01 13:27:28,2023-08-01 22:34:28,0.0,SEA_JFK
AS3125,United,MIA,ORD,2023-08-08 22:17:37,2023-08-09 04:10:37,0 days 05:53:00,Cancelled,230.65,Embraer 190,C3,3,108.0,88.0,Fog,8.0,Flight,AS3125,2023-08-08 22:17:37,2023-08-09 04:10:37,2023-08-08 22:17:37,2023-08-09 04:10:37,0.0,MIA_ORD
DL4260,JetBlue,BOS,ATL,2023-01-04 22:31:43,2023-01-05 02:14:43,0 days 03:43:00,Cancelled,100.5,Airbus A380,A7,International,287.0,195.0,Thunderstorm,9.0,Flight,DL4260,2023-01-04 22:31:43,2023-01-05 02:14:43,2023-01-04 22:31:43,2023-01-05 02:14:43,0.0,BOS_ATL
UA1466,Southwest,ORD,DFW,2023-09-29 03:20:44,2023-09-29 08:15:44,0 days 04:55:00,On Time,743.62,Airbus A320,A21,International,245.0,121.0,Thunderstorm,8.0,Flight,UA1466,2023-09-29 03:20:44,2023-09-29 08:15:44,2023-09-29 03:20:44,2023-09-29 08:15:44,0.0,ORD_DFW
AA2218,American Airlines,DEN,JFK,2023-07-15 02:47:32,2023-07-15 12:04:32,0 days 09:17:00,On Time,1326.05,Airbus A380,B19,3,288.0,185.0,Cloudy,7.0,Flight,AA2218,2023-07-15 02:47:32,2023-07-15 12:04:32,2023-07-15 02:47:32,2023-07-15 12:04:32,0.0,DEN_JFK
UA7995,Alaska Airlines,SEA,LAX,2023-04-14 12:15:46,2023-04-14 13:34:46,0 days 01:19:00,Delayed,1270.12,Bombardier CRJ900,D5,2,200.0,122.0,Rain,5.0,Flight,UA7995,2023-04-14 12:15:46,2023-04-14 13:34:46,2023-04-14 12:15:46,2023-04-14 14:04:46,30.0,SEA_LAX
SP1588,Southwest,JFK,LAX,2023-09-01 14:14:05,2023-09-01 16:56:05,0 days 02:42:00,Cancelled,1228.03,Bombardier CRJ900,D21,3,258.0,64.0,Clear,12.0,Flight,SP1588,2023-09-01 14:14:05,2023-09-01 16:56:05,2023-09-01 14:14:05,2023-09-01 16:56:05,0.0,JFK_LAX
SP1216,United,MIA,ORD,2023-10-12 00:41:41,2023-10-12 02:14:41,0 days 01:33:00,On Time,991.74,Boeing 737,D9,4,267.0,146.0,Snow,9.0,Flight,SP1216,2023-10-12 00:41:41,2023-10-12 02:14:41,2023-10-12 00:41:41,2023-10-12 02:14:41,0.0,MIA_ORD
SW6972,United,JFK,BOS,2023-06-28 02:42:51,2023-06-28 10:42:51,0 days 08:00:00,On Time,860.95,Boeing 777,B12,3,248.0,245.0,Fog,12.0,Flight,SW6972,2023-06-28 02:42:51,2023-06-28 10:42:51,2023-06-28 02:42:51,2023-06-28 10:42:51,0.0,JFK_BOS
AA3590,JetBlue,LAX,BOS,2023-06-17 19:26:16,2023-06-18 01:48:16,0 days 06:22:00,On Time,1102.47,Airbus A380,A13,3,325.0,246.0,Rain,5.0,Flight,AA3590,2023-06-17 19:26:16,2023-06-18 01:48:16,2023-06-17 19:26:16,2023-06-18 01:48:16,0.0,LAX_BOS
SP9873,United,ORD,DEN,2023-03-27 15:04:56,2023-03-27 21:11:56,0 days 06:07:00,Delayed,212.47,Boeing 737,D24,4,120.0,77.0,Clear,5.0,Flight,SP9873,2023-03-27 15:04:56,2023-03-27 21:11:56,2023-03-27 15:04:56,2023-03-27 21:41:56,30.0,ORD_DEN
JB2752,Southwest,MIA,DFW,2023-08-07 00:48:38,2023-08-07 10:17:38,0 days 09:29:00,Delayed,272.38,Boeing 777,C20,3,197.0,185.0,Cloudy,14.0,Flight,JB2752,2023-08-07 00:48:38,2023-08-07 10:17:38,2023-08-07 00:48:38,2023-08-07 10:47:38,30.0,MIA_DFW
UA4071,Southwest,BOS,LAX,2023-02-26 07:29:31,2023-02-26 10:52:31,0 days 03:23:00,Cancelled,1326.2,Embraer 190,B27,International,303.0,130.0,Cloudy,5.0,Flight,UA4071,2023-02-26 07:29:31,2023-02-26 10:52:31,2023-02-26 07:29:31,2023-02-26 10:52:31,0.0,BOS_LAX
AS702,Alaska Airlines,ORD,ATL,2023-12-28 01:53:13,2023-12-28 06:13:13,0 days 04:20:00,Cancelled,517.18,Airbus A380,A29,International,116.0,65.0,Cloudy,14.0,Flight,AS702,2023-12-28 01:53:13,2023-12-28 06:13:13,2023-12-28 01:53:13,2023-12-28 06:13:13,0.0,ORD_ATL
SW9327,Alaska Airlines,ORD,LAX,2023-04-07 23:42:49,2023-04-08 03:37:49,0 days 03:55:00,Cancelled,81.05,Boeing 777,B11,4,162.0,132.0,Cloudy,9.0,Flight,SW9327,2023-04-07 23:42:49,2023-04-08 03:37:49,2023-04-07 23:42:49,2023-04-08 03:37:49,0.0,ORD_LAX
AS7266,JetBlue,ATL,BOS,2023-05-29 10:00:26,2023-05-29 14:56:26,0 days 04:56:00,Cancelled,613.92,Boeing 737,D10,2,364.0,214.0,Cloudy,8.0,Flight,AS7266,2023-05-29 10:00:26,2023-05-29 14:56:26,2023-05-29 10:00:26,2023-05-29 14:56:26,0.0,ATL_BOS
UA5431,Delta,ATL,LAX,2023-06-14 12:34:26,2023-06-14 13:11:26,0 days 00:37:00,On Time,1342.73,Airbus A380,A6,3,333.0,84.0,Fog,6.0,Flight,UA5431,2023-06-14 12:34:26,2023-06-14 13:11:26,2023-06-14 12:34:26,2023-06-14 13:11:26,0.0,ATL_LAX
SW6539,United,SEA,LAX,2023-09-11 18:00:11,2023-09-12 03:31:11,0 days 09:31:00,Delayed,1413.24,Boeing 737,D24,1,181.0,145.0,Thunderstorm,7.0,Flight,SW6539,2023-09-11 18:00:11,2023-09-12 03:31:11,2023-09-11 18:00:11,2023-09-12 04:01:11,30.0,SEA_LAX
UA733,Delta,MIA,BOS,2023-05-16 23:13:24,2023-05-17 03:32:24,0 days 04:19:00,On Time,466.57,Airbus A380,B26,1,341.0,289.0,Fog,13.0,Flight,UA733,2023-05-16 23:13:24,2023-05-17 03:32:24,2023-05-16 23:13:24,2023-05-17 03:32:24,0.0,MIA_BOS
AS7218,Spirit,DEN,MIA,2023-02-16 19:15:41,2023-02-16 22:39:41,0 days 03:24:00,Cancelled,579.6,Airbus A380,D11,International,133.0,83.0,Fog,6.0,Flight,AS7218,2023-02-16 19:15:41,2023-02-16 22:39:41,2023-02-16 19:15:41,2023-02-16 22:39:41,0.0,DEN_MIA
AA4668,JetBlue,SEA,SFO,2023-10-10 10:16:05,2023-10-10 17:40:05,0 days 07:24:00,Delayed,886.51,Boeing 737,A22,1,219.0,94.0,Rain,13.0,Flight,AA4668,2023-10-10 10:16:05,2023-10-10 17:40:05,2023-10-10 10:16:05,2023-10-10 18:10:05,30.0,SEA_SFO
SP1238,American Airlines,SEA,DFW,2023-09-24 10:06:00,2023-09-24 17:52:00,0 days 07:46:00,On Time,899.63,Airbus A380,B27,2,272.0,54.0,Rain,8.0,Flight,SP1238,2023-09-24 10:06:00,2023-09-24 17:52:00,2023-09-24 10:06:00,2023-09-24 17:52:00,0.0,SEA_DFW
JB3576,JetBlue,ATL,ORD,2023-09-30 07:48:22,2023-09-30 09:56:22,0 days 02:08:00,Cancelled,374.17,Bombardier CRJ900,B28,1,198.0,118.0,Cloudy,15.0,Flight,JB3576,2023-09-30 07:48:22,2023-09-30 09:56:22,2023-09-30 07:48:22,2023-09-30 09:56:22,0.0,ATL_ORD
JB3117,Southwest,BOS,MIA,2023-12-29 05:47:44,2023-12-29 08:13:44,0 days 02:26:00,On Time,757.29,Embraer 190,D9,4,159.0,62.0,Cloudy,7.0,Flight,JB3117,2023-12-29 05:47:44,2023-12-29 08:13:44,2023-12-29 05:47:44,2023-12-29 08:13:44,0.0,BOS_MIA
SP1664,Alaska Airlines,DFW,,2023-10-13 03:51:08,2023-10-13 10:08:08,0 days 06:17:00,Delayed,755.11,Boeing 737,A20,International,187.0,183.0,Clear,8.0,Flight,SP1664,2023-10-13 03:51:08,2023-10-13 10:08:08,2023-10-13 03:51:08,2023-10-13 10:38:08,30.0,DFW_
UA5550,United,DEN,ATL,2023-09-25 08:05:42,2023-09-25 08:38:42,0 days 00:33:00,Delayed,440.84,Airbus A320,B22,International,374.0,304.0,Clear,5.0,Flight,UA5550,2023-09-25 08:05:42,2023-09-25 08:38:42,2023-09-25 08:05:42,2023-09-25 09:08:42,30.0,DEN_ATL
SW2647,Spirit,DFW,SFO,2023-10-31 18:56:01,2023-10-31 22:23:01,0 days 03:27:00,Cancelled,1480.36,Boeing 777,C4,International,205.0,108.0,Cloudy,14.0,Flight,SW2647,2023-10-31 18:56:01,2023-10-31 22:23:01,2023-10-31 18:56:01,2023-10-31 22:23:01,0.0,DFW_SFO
SP1515,Spirit,SFO,BOS,2023-10-12 23:35:05,2023-10-13 06:16:05,0 days 06:41:00,On Time,1186.7,Airbus A320,D27,4,275.0,182.0,Cloudy,12.0,Flight,SP1515,2023-10-12 23:35:05,2023-10-13 06:16:05,2023-10-12 23:35:05,2023-10-13 06:16:05,0.0,SFO_BOS
DL9486,Spirit,BOS,SFO,2023-06-25 19:03:11,2023-06-25 21:33:11,0 days 02:30:00,,180.67,Boeing 777,B20,4,393.0,130.0,Rain,15.0,Flight,DL9486,2023-06-25 19:03:11,2023-06-25 21:33:11,2023-06-25 19:03:11,2023-06-25 21:33:11,0.0,BOS_SFO
AS3606,JetBlue,BOS,ATL,2023-03-13 06:02:24,2023-03-13 10:45:24,0 days 04:43:00,On Time,916.9,Embraer 190,D17,3,193.0,128.0,Thunderstorm,10.0,Flight,AS3606,2023-03-13 06:02:24,2023-03-13 10:45:24,2023-03-13 06:02:24,2023-03-13 10:45:24,0.0,BOS_ATL
JB9388,Southwest,LAX,DFW,2023-01-03 06:25:49,2023-01-03 15:10:49,0 days 08:45:00,Delayed,753.56,Boeing 777,D1,4,291.0,58.0,Clear,5.0,Flight,JB9388,2023-01-03 06:25:49,2023-01-03 15:10:49,2023-01-03 06:25:49,2023-01-03 15:40:49,30.0,LAX_DFW
SW2782,JetBlue,ORD,ATL,2023-11-18 13:07:41,2023-11-18 17:40:41,0 days 04:33:00,On Time,,Airbus A380,A17,3,196.0,126.0,Cloudy,12.0,Flight,SW2782,2023-11-18 13:07:41,2023-11-18 17:40:41,2023-11-18 13:07:41,2023-11-18 17:40:41,0.0,ORD_ATL
JB6852,JetBlue,BOS,DEN,2023-12-18 04:07:40,2023-12-18 14:01:40,0 days 09:54:00,On Time,1412.34,Embraer 190,C24,1,128.0,105.0,Rain,6.0,Flight,JB6852,2023-12-18 04:07:40,2023-12-18 14:01:40,2023-12-18 04:07:40,2023-12-18 14:01:40,0.0,BOS_DEN
JB2857,Alaska Airlines,LAX,JFK,2023-09-09 04:40:35,2023-09-09 10:45:35,0 days 06:05:00,On Time,1334.18,Boeing 777,B28,4,228.0,150.0,Cloudy,,Flight,JB2857,2023-09-09 04:40:35,2023-09-09 10:45:35,2023-09-09 04:40:35,2023-09-09 10:45:35,0.0,LAX_JFK
JB7995,American Airlines,DEN,ATL,2023-04-06 21:09:19,2023-04-06 22:39:19,0 days 01:30:00,Delayed,1481.23,Boeing 737,B27,2,392.0,164.0,Clear,5.0,Flight,JB7995,2023-04-06 21:09:19,2023-04-06 22:39:19,2023-04-06 21:09:19,2023-04-06 23:09:19,30.0,DEN_ATL
AS2427,United,LAX,DFW,2023-05-09 15:39:41,2023-05-10 01:23:41,0 days 09:44:00,Delayed,1010.31,Embraer 190,D8,1,229.0,189.0,Fog,12.0,Flight,AS2427,2023-05-09 15:39:41,2023-05-10 01:23:41,2023-05-09 15:39:41,2023-05-10 01:53:41,30.0,LAX_DFW
JB644,American Airlines,DFW,ATL,2023-02-19 06:06:42,2023-02-19 08:20:42,0 days 02:14:00,Cancelled,839.07,Airbus A380,B19,2,311.0,134.0,Cloudy,12.0,Flight,JB644,2023-02-19 06:06:42,2023-02-19 08:20:42,2023-02-19 06:06:42,2023-02-19 08:20:42,0.0,DFW_ATL
AS4524,Delta,SFO,DEN,2023-08-02 00:26:28,2023-08-02 08:44:28,0 days 08:18:00,Delayed,1111.73,Boeing 777,B17,4,202.0,131.0,Cloudy,15.0,Flight,AS4524,2023-08-02 00:26:28,2023-08-02 08:44:28,2023-08-02 00:26:28,2023-08-02 09:14:28,30.0,SFO_DEN
SP4666,JetBlue,SFO,LAX,2023-12-15 23:06:26,2023-12-16 03:49:26,0 days 04:43:00,Delayed,630.75,Boeing 777,B28,3,237.0,184.0,Fog,7.0,Flight,SP4666,2023-12-15 23:06:26,2023-12-16 03:49:26,2023-12-15 23:06:26,2023-12-16 04:19:26,30.0,SFO_LAX
SP2057,Alaska Airlines,MIA,ORD,2023-07-21 21:13:42,2023-07-22 05:13:42,0 days 08:00:00,On Time,925.22,Boeing 777,D28,3,304.0,266.0,Fog,8.0,Flight,SP2057,2023-07-21 21:13:42,2023-07-22 05:13:42,2023-07-21 21:13:42,2023-07-22 05:13:42,0.0,MIA_ORD
SW3164,JetBlue,DEN,ATL,2023-01-01 08:39:34,2023-01-01 17:58:34,0 days 09:19:00,Cancelled,615.16,Airbus A380,A16,4,267.0,82.0,Snow,9.0,Flight,SW3164,2023-01-01 08:39:34,2023-01-01 17:58:34,2023-01-01 08:39:34,2023-01-01 17:58:34,0.0,DEN_ATL
SW5644,Delta,SEA,DFW,2023-05-07 16:01:28,2023-05-07 20:38:28,0 days 04:37:00,On Time,275.26,Embraer 190,B13,2,223.0,213.0,Cloudy,8.0,Flight,SW5644,2023-05-07 16:01:28,2023-05-07 20:38:28,2023-05-07 16:01:28,2023-05-07 20:38:28,0.0,SEA_DFW
SW1114,Southwest,BOS,DEN,2023-09-05 02:32:06,2023-09-05 08:14:06,0 days 05:42:00,Cancelled,706.13,Bombardier CRJ900,D11,International,333.0,302.0,Fog,7.0,Flight,SW1114,2023-09-05 02:32:06,2023-09-05 08:14:06,2023-09-05 02:32:06,2023-09-05 08:14:06,0.0,BOS_DEN
SW3518,JetBlue,SEA,SFO,2023-09-16 02:43:12,2023-09-16 07:28:12,0 days 04:45:00,Delayed,116.92,Airbus A380,A23,1,208.0,162.0,Snow,12.0,Flight,SW3518,2023-09-16 02:43:12,2023-09-16 07:28:12,2023-09-16 02:43:12,2023-09-16 07:58:12,30.0,SEA_SFO
JB8350,Alaska Airlines,ORD,SFO,2023-02-13 12:49:30,2023-02-13 15:29:30,0 days 02:40:00,On Time,930.96,,A26,International,307.0,142.0,Clear,7.0,Flight,JB8350,2023-02-13 12:49:30,2023-02-13 15:29:30,2023-02-13 12:49:30,2023-02-13 15:29:30,0.0,ORD_SFO
SP2497,Southwest,BOS,JFK,2023-03-08 10:47:44,2023-03-08 18:09:44,0 days 07:22:00,Delayed,287.7,Airbus A320,D13,1,140.0,64.0,Fog,9.0,Flight,SP2497,2023-03-08 10:47:44,2023-03-08 18:09:44,2023-03-08 10:47:44,2023-03-08 18:39:44,30.0,BOS_JFK
AS1054,Alaska Airlines,JFK,SFO,2023-03-19 11:51:42,2023-03-19 21:42:42,0 days 09:51:00,Cancelled,157.49,Boeing 737,A12,International,384.0,180.0,Fog,9.0,Flight,AS1054,2023-03-19 11:51:42,2023-03-19 21:42:42,2023-03-19 11:51:42,2023-03-19 21:42:42,0.0,JFK_SFO
JB7811,American Airlines,BOS,SEA,2023-06-11 08:11:20,2023-06-11 09:27:20,0 days 01:16:00,Cancelled,482.07,Airbus A320,D14,3,159.0,50.0,Fog,6.0,Flight,JB7811,2023-06-11 08:11:20,2023-06-11 09:27:20,2023-06-11 08:11:20,2023-06-11 09:27:20,0.0,BOS_SEA
AA5378,Spirit,DEN,DFW,2023-01-10 09:59:22,2023-01-10 12:46:22,0 days 02:47:00,Cancelled,823.42,Airbus A320,C14,2,245.0,91.0,Rain,14.0,Flight,AA5378,2023-01-10 09:59:22,2023-01-10 12:46:22,2023-01-10 09:59:22,2023-01-10 12:46:22,0.0,DEN_DFW
UA5667,American Airlines,MIA,LAX,2023-07-21 07:17:14,2023-07-21 11:48:14,0 days 04:31:00,Cancelled,715.29,Embraer 190,D14,2,151.0,135.0,Clear,5.0,Flight,UA5667,2023-07-21 07:17:14,2023-07-21 11:48:14,2023-07-21 07:17:14,2023-07-21 11:48:14,0.0,MIA_LAX
UA2023,American Airlines,MIA,SFO,2023-01-08 20:55:00,2023-01-09 04:38:00,0 days 07:43:00,On Time,256.84,Airbus A320,A17,1,133.0,98.0,Clear,14.0,Flight,UA2023,2023-01-08 20:55:00,2023-01-09 04:38:00,2023-01-08 20:55:00,2023-01-09 04:38:00,0.0,MIA_SFO
UA1025,Spirit,SEA,LAX,2023-11-27 02:23:49,2023-11-27 09:05:49,0 days 06:42:00,Cancelled,1095.28,Boeing 737,D16,2,238.0,,Cloudy,14.0,Flight,UA1025,2023-11-27 02:23:49,2023-11-27 09:05:49,2023-11-27 02:23:49,2023-11-27 09:05:49,0.0,SEA_LAX
SP1663,American Airlines,SEA,ORD,2023-06-14 02:52:56,2023-06-14 09:18:56,0 days 06:26:00,On Time,84.85,Airbus A380,B12,1,311.0,199.0,Snow,13.0,Flight,SP1663,2023-06-14 02:52:56,2023-06-14 09:18:56,2023-06-14 02:52:56,2023-06-14 09:18:56,0.0,SEA_ORD
SP2271,Southwest,ORD,ATL,2023-11-02 21:34:12,2023-11-02 22:28:12,0 days 00:54:00,Cancelled,697.54,Boeing 777,B14,4,176.0,171.0,Thunderstorm,15.0,Flight,SP2271,2023-11-02 21:34:12,2023-11-02 22:28:12,2023-11-02 21:34:12,2023-11-02 22:28:12,0.0,ORD_ATL
